MCF-10A,MCF10A,MCF10A,MCF10A (repeat),MCF10Arep2,hME1
206.33265882083091,193.86702876367846,193.86702876367846,160.64022132331718,426.31007459855925,50.817968053873116
78.3663599423097,107.63239541863295,107.63239541863295,162.05743804319388,93.01566696352293,126.03578781578086
119.03768902172794,26.109701181070967,26.109701181070967,259.2383027545937,43.4059857607008,55.21554471061197
98.64310797425202,95.23788657082649,95.23788657082649,180.09945638416278,97.66823170308064,149.2565187060186
259.12868480677287,133.45603508150074,133.45603508150074,246.2634713969246,259.26336202418724,323.84353970684083
217.61144995239704,240.7726741787806,240.7726741787806,206.94100889538643,201.54423121239086,170.26677100806904
376.855420850408,136.7659146095908,136.7659146095908,315.86865503166547,230.3389058476437,232.01496999978286
50.8975403106545,90.3044389369392,90.3044389369392,215.5454441909964,49.04408758309764,78.42117743762071
150.52437952903028,252.71827049595515,252.71827049595515,177.41828037744156,157.85592995192346,123.71149473781492
84.48674204569936,88.03304264922919,88.03304264922919,233.05602403501567,149.9164025655844,48.108690873740365
373.6538321218419,262.98300292600646,262.98300292600646,248.80891804322343,401.8719271629911,94.87538471264678
117.59877346648057,253.77636527219607,253.77636527219607,149.8416662364229,119.07288138110228,88.53907980959936
156.90414479992404,202.23128635123112,202.23128635123112,150.3856652785273,120.54563707925959,111.07544252848128
246.02591636508438,239.98022546122138,239.98022546122138,216.93089139015288,278.00241251612994,224.65334616421413
75.71146133924225,88.38568029558067,88.38568029558067,127.02852669229729,174.13675475622617,197.69971490254213
79.86472599179909,67.96001982095495,67.96001982095495,114.350876932899,92.2098828772347,121.09121636850126
255.79328661883847,334.6300725947063,334.6300725947063,297.6287816838858,314.3118683707406,163.83745293679144
243.32552110181263,393.1823787576365,393.1823787576365,282.4159728471186,375.77736182961786,157.14985907497243
361.9937825578738,337.037463790711,337.037463790711,327.468505933931,546.3010895328155,381.6671333778321
139.5460244451838,145.35317878221431,145.35317878221431,187.81728394871345,158.45378301939223,367.8877604846998
33.29873207870669,15.869821160134833,15.869821160134833,27.51806085084372,20.50242281824245,13.497338228856337
115.00396535902763,122.97298687910296,122.97298687910296,142.53878256331598,136.31729094202458,111.45160570066044
54.16929680383459,54.42385726613779,54.42385726613779,56.755389969258786,23.909486092677426,28.474275527310823
161.4120077679428,173.73875001918248,173.73875001918248,184.30642660095563,131.4928271390157,186.450651311578
131.87255990951857,171.1046813830433,171.1046813830433,195.46802935538108,142.26080345776026,183.67330651542525
181.39193051785512,148.54924890870154,148.54924890870154,221.05613857419914,223.0834077581728,150.9164390931571
234.62397426036975,204.5593313191761,204.5593313191761,302.16000251570733,229.27574877101486,102.7151814199933
48.315626582426425,61.59302574822743,61.59302574822743,91.0707997570126,67.89905063837183,84.11761163885814
51.71347164480266,68.18571929920897,68.18571929920897,81.54333095975682,50.644193576207286,91.27164259331309
74.24301131152912,94.94533820864443,94.94533820864443,93.20604803503856,65.94708010016417,132.1136404610055
82.62750081643134,70.7567010482181,70.7567010482181,89.20657851966801,69.95220630561266,81.08502997954294
51.04099043735972,36.08857811305621,36.08857811305621,126.45218107987282,93.28436583492064,61.53808013287318
216.03885513949032,206.63716397111037,206.63716397111037,259.0302053339671,162.2208603255193,266.9125648427908
87.67694812438265,149.1673544728435,149.1673544728435,129.39677276113707,91.66922763204485,140.08194510913705
294.2037644276064,303.2114529169489,303.2114529169489,418.6903042032565,497.0489521167563,237.23716765780202
88.65651233223062,111.59551318023209,111.59551318023209,185.64803886271008,142.935463746576,88.4334649622927
120.15550070987156,75.46693246734162,75.46693246734162,171.1186404237805,88.92487952973438,32.72898161390667
18.202317372977113,22.902662440886445,22.902662440886445,12.294331084287494,46.042426842389794,56.371155709782975
133.49405567188327,163.5026220335289,163.5026220335289,215.32475945981304,201.73799938033818,56.44636389268582
261.1770569257469,309.97412651455073,309.97412651455073,219.8830933554105,320.1460898844312,175.58268983953602
489.99624220940626,510.10359003222527,510.10359003222527,214.79033375302328,534.7451622018036,293.98149094527383
102.60839999875549,53.02013743417204,53.02013743417204,96.12858701058313,37.29198357350679,64.57219987248898
439.52811246267123,298.29857581243215,298.29857581243215,218.2771270224944,169.1281194441377,125.08989189928404
197.8408024353096,258.8495041857253,258.8495041857253,227.3471788671055,309.66647913400175,144.96919526423798
43.538361796747154,111.7263648008214,111.7263648008214,139.89177927603566,75.14059775190495,78.49720987381285
38.07024535948496,31.663388342698642,31.663388342698642,34.225812046292546,44.66619894369764,31.03282083798649
80.09839847335878,19.927698548833483,19.927698548833483,65.63873188496352,94.05939747586471,60.1497063148807
67.40361760588179,193.2915377863397,193.2915377863397,59.81148700056388,69.64708188832329,184.37188288839923
308.02732150551844,315.74133164413064,315.74133164413064,150.43441044134084,206.8838418398308,54.85956456993269
245.0229889684687,232.62461361005916,232.62461361005916,241.16461719887118,153.42337562875102,110.41845752769147
130.33332322858058,141.71752385268783,141.71752385268783,159.61540205172375,104.58126543819245,159.91653927626268
141.5902107361103,47.01368516534827,47.01368516534827,179.3659996090294,120.62543386761831,81.6935970851401
52.59795260273074,152.941992600218,152.941992600218,105.6265673319446,60.40264834101025,140.06066833164564
112.43518707296545,95.74934387512066,95.74934387512066,110.88108097470956,120.28852764123998,144.46284946369698
179.43312573032594,108.45870312385486,108.45870312385486,77.63453547915455,157.0961932742996,158.73091240698338
47.86654763942514,39.669259066420906,39.669259066420906,48.3725362819827,29.552815244792964,19.24264065919949
531.686488681756,222.9274446620896,222.9274446620896,472.8593387142744,281.10979024121355,197.8894114729473
175.8391606738113,227.1641767911787,227.1641767911787,198.6720852048785,196.0005650722361,174.20582314082938
