MCF10A rep1,MCF10A rep2,MCF10A rep3,hME1
10.428802198697962,29.19826046118849,9.420981035569133,3.6113821263501538
9.159911398159824,5.3583688622861185,6.754199776528039,9.750979213112847
8.75307955716359,13.62071944347147,10.043724582203936,10.5025666846281
5.0322131993670824,4.027510025238873,3.701312484919451,5.6623820964982485
11.624780709711551,14.02843315944842,13.806749934419091,13.322711307592893
7.255130691297756,7.8277725253581485,10.850213266494023,10.331769296191577
6.060479804577828,4.130263465930144,5.503431693437254,6.54911331645594
3.455512777819866,3.0615285400356735,4.583113216146052,1.8407319166809748
10.492599176514195,9.100577537608132,12.692753615972135,11.794724731878107
15.301044932469651,11.857648033378535,9.652476192113197,10.394003277109624
7.5064737515933215,11.27101557790522,17.31337677288087,11.779762212359472
7.872169550067331,5.389330551694627,2.4684562042309217,8.941415714098246
5.244720783325637,7.919034011769417,5.788521827815593,7.230888648149157
4.962845139664519,8.384395968567286,1.8252015971389897,4.7411443019225095
11.168854291397576,8.390394786035957,9.547006019933054,6.822700623816051
6.570729398209134,5.89116177511896,6.331855780643967,1.9615532479475235
17.279255784122732,26.389738599386483,24.614863393643304,6.464362986069022
12.033314074208365,4.932654709941562,6.0968260565720716,3.805639294367893
13.950004777449019,12.919670794281886,8.753019930148302,12.352156039687445
14.17770202020026,15.155536947117335,12.688915539110406,12.707508845733852
6.784800014353406,7.1055849206100765,4.280064342501341,8.370284058591777
9.352654212902783,10.067612277680666,7.497255448220879,14.57434337753336
4.414813800631759,4.862688953008709,4.729466622866536,6.6257710928446905
15.202808407954814,18.67335988898544,17.593117291966898,10.099494591493233
18.832851278637797,20.101135954355602,12.816471639000806,8.72225440706776
13.314054867679744,15.526897436726687,14.502326180974373,11.25543143548349
7.643818648879537,5.608032377578383,9.292818059009504,13.509771557401983
0.7431541477202224,1.5485469945076955,2.1990440583864648,1.0577720835811235
7.238126407279103,7.063009800423224,5.468754098818962,5.991698587973888
4.5459139885469,4.704771243756396,14.372709326794718,8.402573338559769
5.791007587372935,5.1146646877708415,2.9037865956317854,6.320106181461298
8.228299725830347,9.976995054600684,7.340159822333048,12.936799334573994
7.711660525239003,5.958884628111549,5.9718764451726924,8.767011675533693
8.851380712289913,6.194429684012232,7.448855113376802,8.298256994270737
14.048671382520425,13.63467691647242,18.078979626714712,9.570594083303149
4.621511387853002,5.284626827348388,6.233054256662962,22.483505779400367
10.876306948034642,16.518623436707543,13.350440387961164,7.678477857096463
0.8469529046040185,2.1132341751745902,1.9212665278853125,3.045250401946681
4.2925163207575485,4.000839980333168,3.06774185194016,5.142794594390012
3.711174405729956,3.80826095720978,2.8069439485371865,7.121273617667709
5.2905309268074925,4.668842521226331,4.1067232449863935,9.70478861599937
7.647765178783718,5.426260917707245,5.5494791863715545,6.5262649879519765
8.478612992627207,12.088647006204038,5.574384306960305,8.274419626646752
12.815704797795734,14.533956311362829,16.203559360648615,11.341014015641628
11.066479768435281,7.2334929662644125,10.300376375578727,12.349095462000287
4.328367612376477,3.8498489129940565,2.51491743248092,9.485689175921664
10.027299838730684,5.460868163599324,5.3854888826157055,8.658547611070883
20.68738786968077,20.492092632492906,20.628038213109157,10.148331479996225
8.165109198596861,8.976606050650783,7.938212034312202,5.762535034662954
10.178002872747378,9.01603866682068,10.144827326622462,3.4431008083431287
1.2544208999696558,2.213222780062764,1.0042676339122394,2.81156824614676
6.815467391236103,6.90803282681591,5.618208065166497,11.141954855964356
11.8941725062681,13.406269661445133,9.913701981456176,3.892073010028825
15.364963102387732,14.146169449330499,14.961391736772427,8.05002294157684
1.3482384747462102,7.031240548607327,31.124694869460352,0.7425009010366035
6.991001702370918,7.028657054939142,24.83826717769337,9.009671116151033
6.651269333643273,5.541261137241495,2.5069100629649124,4.491407663773718
11.64561315105694,8.219486085861487,10.214210047575827,7.966951489565152
14.280150536712899,19.061163741011907,21.973499411005953,10.872947776259627
7.665083474835616,13.785053954746573,8.37084332056072,9.369705395532428
6.452039648418043,2.5649035426163453,2.324797048989997,2.573372432475107
12.398800615636926,11.44153494808833,13.194744042663936,12.264140253133625
7.498188648388558,5.40111627771272,5.87614104527135,9.703723011947655
13.949735770804,12.00298811304788,17.069971648752233,9.21129178028401
17.832146657361385,23.130165009923576,13.602144420907807,11.235309202697898
4.940449471459368,5.978704864826543,3.703927199372615,6.480543887690388
8.512902433232451,11.333662674150403,26.518547334784213,9.943318077358603
